guest_id,age
G001759,29.0
G001760,29.0
G001761,56.0
G001762,58.0
G001763,42.0
G001764,28.0
G001765,54.0
G001766,67.0
G001767,54.0
G001768,18.0
G001769,75.0
G001770,25.0
G001771,56.0
G001772,34.0
G001773,60.0
G001774,29.0
G001775,71.0
G001776,29.0
G001777,39.0
G001778,62.0
G001779,26.0
G001780,54.0
G001781,46.0
G001782,49.0
G001783,45.0
G001784,44.0
G001785,48.0
G001786,29.0
G001787,52.0
G001788,45.0
G001789,43.0
G001790,30.0
G001791,18.0
G001792,57.0
G001793,61.0
G001794,34.0
G001795,47.0
G001796,54.0
G001797,49.0
G001798,42.0
G001799,39.0
G001800,67.0
G001801,22.0
G001802,57.0
G001803,48.0
G001804,59.0
G001805,56.0
G001806,43.0
G001807,46.0
G001808,28.0
G001809,33.0
G001810,36.0
G001811,41.0
G001812,46.0
G001813,49.0
G001814,32.0
G001815,54.0
G001816,52.0
G001817,29.0
G001818,46.0
G001819,38.0
G001820,61.0
G001821,61.0
G001822,49.0
G001823,43.0
G001824,40.0
G001825,67.0
G001826,47.0
G001827,58.0
G001828,35.0
G001829,57.0
G001830,47.0
G001831,44.0
G001832,
G001833,36.0
G001834,41.0
G001835,50.0
G001836,48.0
G001837,51.0
G001838,58.0
G001839,55.0
G001840,61.0
G001841,60.0
G001842,56.0
G001843,43.0
G001844,
G001845,51.0
G001846,42.0
G001847,42.0
G001848,43.0
G001849,60.0
G001850,42.0
G001851,31.0
G001852,44.0
G001853,74.0
G001854,61.0
G001855,56.0
G001856,57.0
G001857,57.0
G001858,51.0
G001859,59.0
G001860,46.0
G001861,40.0
G001862,47.0
G001863,50.0
G001864,31.0
G001865,50.0
G001866,41.0
G001867,41.0
G001868,40.0
G001869,61.0
G001870,56.0
G001871,64.0
G001872,55.0
G001873,42.0
G001874,31.0
G001875,29.0
G001876,53.0
G001877,40.0
G001878,40.0
G001879,40.0
G001880,52.0
G001881,51.0
G001882,49.0
G001883,47.0
G001884,51.0
G001885,33.0
G001886,32.0
G001887,32.0
G001888,39.0
G001889,48.0
G001890,42.0
G001891,29.0
G001892,66.0
G001893,48.0
G001894,45.0
G001895,25.0
G001896,31.0
G001897,27.0
G001898,48.0
G001899,59.0
G001900,69.0
G001901,42.0
G001902,49.0
G001903,90.0
G001904,65.0
G001905,46.0
G001906,53.0
G001907,59.0
G001908,37.0
G001909,18.0
G001910,37.0
G001911,39.0
G001912,35.0
G001913,49.0
G001914,60.0
G001915,53.0
G001916,40.0
G001917,26.0
G001918,38.0
G001919,45.0
G001920,32.0
G001921,34.0
G001922,24.0
G001923,37.0
G001924,54.0
G001925,41.0
G001926,62.0
G001927,48.0
G001928,37.0
G001929,68.0
G001930,32.0
G001931,50.0
G001932,51.0
G001933,50.0
G001934,49.0
G001935,47.0
G001936,48.0
G001937,59.0
G001938,57.0
G001939,60.0
G001940,19.0
G001941,40.0
G001942,44.0
G001943,38.0
G001944,41.0
G001945,49.0
G001946,18.0
G001947,33.0
G001948,52.0
G001949,30.0
G001950,59.0
G001951,38.0
G001952,56.0
G001953,42.0
G001954,48.0
G001955,43.0
G001956,54.0
G001957,38.0
G001958,31.0
G001959,44.0
G001960,50.0
G001961,48.0
G001962,41.0
G001963,42.0
G001964,51.0
G001965,46.0
G001966,58.0
G001967,18.0
G001968,71.0
G001969,50.0
G001970,37.0
G001971,51.0
G001972,49.0
G001973,37.0
G001974,48.0
G001975,47.0
G001976,31.0
G001977,57.0
G001978,37.0
G001979,43.0
G001980,48.0
G001981,67.0
G001982,36.0
G001983,44.0
G001984,50.0
G001985,58.0
G001986,39.0
G001987,47.0
G001988,56.0
G001989,34.0
G001990,44.0
G001991,54.0
G001992,57.0
G001993,50.0
G001994,31.0
G001995,37.0
G001996,18.0
G001997,46.0
G001998,38.0
G001999,39.0
G002000,45.0
G002001,51.0
G002002,52.0
G002003,45.0
G002004,48.0
G002005,33.0
G002006,42.0
G002007,50.0
G002008,61.0
G002009,56.0
G002010,47.0
G002011,27.0
G002012,53.0
G002013,27.0
G002014,31.0
G002015,58.0
G002016,48.0
G002017,38.0
G002018,18.0
G002019,49.0
G002020,25.0
G002021,27.0
G002022,19.0
G002023,74.0
G002024,43.0
G002025,57.0
G002026,35.0
G002027,33.0
G002028,47.0
G002029,51.0
G002030,
G002031,46.0
G002032,60.0
G002033,42.0
G002034,45.0
G002035,45.0
G002036,35.0
G002037,69.0
G002038,21.0
G002039,53.0
G002040,27.0
G002041,64.0
G002042,52.0
G002043,40.0
G002044,40.0
G002045,49.0
G002046,35.0
G002047,45.0
G002048,35.0
G002049,26.0
G002050,62.0
G002051,18.0
G002052,67.0
G002053,43.0
G002054,42.0
G002055,40.0
G002056,38.0
G002057,44.0
G002058,48.0
G002059,31.0
G002060,47.0
G002061,38.0
G002062,35.0
G002063,43.0
G002064,39.0
G002065,47.0
G002066,33.0
G002067,54.0
G002068,48.0
G002069,29.0
G002070,57.0
G002071,43.0
G002072,48.0
G002073,18.0
G002074,44.0
G002075,47.0
G002076,
G002077,41.0
G002078,47.0
G002079,43.0
G002080,60.0
G002081,60.0
G002082,76.0
G002083,40.0
G002084,42.0
G002085,48.0
G002086,49.0
G002087,41.0
G002088,33.0
G002089,64.0
G002090,59.0
G002091,64.0
G002092,53.0
G002093,51.0
G002094,54.0
G002095,66.0
G002096,32.0
G002097,23.0
G002098,41.0
G002099,62.0
G002100,51.0
G002101,62.0
G002102,38.0
G002103,58.0
G002104,52.0
G002105,37.0
G002106,51.0
G002107,57.0
G002108,59.0
G002109,50.0
G002110,44.0
G002111,55.0
G002112,40.0
G002113,51.0
G002114,38.0
G002115,18.0
G002116,51.0
G002117,62.0
G002118,54.0
G002119,44.0
G002120,40.0
G002121,35.0
G002122,45.0
G002123,54.0
G002124,40.0
G002125,54.0
G002126,18.0
G002127,36.0
G002128,44.0
G002129,34.0
G002130,54.0
G002131,56.0
G002132,53.0
G002133,36.0
G002134,33.0
G002135,51.0
G002136,49.0
G002137,60.0
G002138,42.0
G002139,36.0
G002140,39.0
G002141,25.0
G002142,43.0
G002143,56.0
G002144,48.0
G002145,48.0
G002146,50.0
G002147,43.0
G002148,35.0
G002149,45.0
G002150,29.0
G002151,60.0
G002152,65.0
G002153,61.0
G002154,35.0
G002155,57.0
G002156,49.0
G002157,41.0
G002158,43.0
G002159,55.0
G002160,37.0
G002161,57.0
G002162,60.0
G002163,63.0
G002164,32.0
G002165,57.0
G002166,73.0
G002167,43.0
G002168,49.0
G002169,73.0
G002170,27.0
G002171,27.0
G002172,22.0
G002173,46.0
G002174,36.0
G002175,28.0
G002176,44.0
G002177,44.0
G002178,55.0
G002179,37.0
G002180,30.0
G002181,40.0
G002182,60.0
G002183,42.0
G002184,31.0
G002185,31.0
G002186,43.0
G002187,65.0
G002188,36.0
G002189,39.0
G002190,60.0
G002191,34.0
G002192,18.0
G002193,33.0
G002194,46.0
G002195,48.0
G002196,54.0
G002197,39.0
G002198,26.0
G002199,37.0
G002200,67.0
G002201,18.0
G002202,53.0
G002203,35.0
G002204,51.0
G002205,49.0
G002206,58.0
G002207,80.0
G002208,52.0
G002209,32.0
G002210,51.0
G002211,48.0
G002212,38.0
G002213,29.0
G002214,49.0
G002215,
G002216,51.0
G002217,40.0
G002218,27.0
G002219,77.0
G002220,46.0
G002221,42.0
G002222,33.0
G002223,61.0
G002224,37.0
G002225,45.0
G002226,62.0
G002227,51.0
G002228,31.0
G002229,39.0
G002230,39.0
G002231,41.0
G002232,61.0
G002233,35.0
G002234,72.0
G002235,38.0
G002236,62.0
G002237,59.0
G002238,70.0
G002239,53.0
G002240,37.0
G002241,41.0
G002242,57.0
G002243,52.0
G002244,29.0
G002245,75.0
G002246,48.0
G002247,32.0
G002248,64.0
G002249,18.0
G002250,60.0
G002251,46.0
G002252,56.0
G002253,42.0
G002254,55.0
G002255,60.0
G002256,48.0
G002257,38.0
G002258,38.0
G002259,37.0
G002260,48.0
G002261,36.0
G002262,63.0
G002263,33.0
G002264,50.0
G002265,24.0
G002266,47.0
G002267,54.0
G002268,31.0
G002269,29.0
G002270,64.0
G002271,39.0
G002272,37.0
G002273,36.0
G002274,49.0
G002275,67.0
G002276,48.0
G002277,38.0
G002278,26.0
G002279,61.0
G002280,33.0
G002281,49.0
G002282,32.0
G002283,45.0
G002284,45.0
G002285,53.0
G002286,32.0
G002287,61.0
G002288,56.0
G002289,44.0
G002290,39.0
G002291,32.0
G002292,53.0
G002293,57.0
G002294,32.0
G002295,39.0
G002296,47.0
G002297,52.0
G002298,58.0
G002299,46.0
G002300,24.0
G002301,25.0
G002302,39.0
G002303,52.0
G002304,63.0
G002305,52.0
G002306,37.0
G002307,45.0
G002308,51.0
G002309,61.0
G002310,69.0
G002311,50.0
G002312,38.0
G002313,57.0
G002314,46.0
G002315,53.0
G002316,54.0
G002317,52.0
G002318,49.0
G002319,60.0
G002320,41.0
G002321,39.0
G002322,52.0
G002323,56.0
G002324,44.0
G002325,32.0
G002326,74.0
G002327,63.0
G002328,76.0
G002329,48.0
G002330,26.0
G002331,51.0
G002332,55.0
G002333,34.0
G002334,23.0
G002335,38.0
G002336,57.0
G002337,40.0
G002338,
G002339,54.0
G002340,51.0
G002341,28.0
G002342,28.0
G002343,54.0
G002344,41.0
G002345,67.0
G002346,69.0
G002347,40.0
G002348,74.0
G002349,47.0
G002350,53.0
G002351,49.0
G002352,40.0
G002353,40.0
G002354,39.0
G002355,32.0
G002356,50.0
G002357,50.0
G002358,48.0
G002359,61.0
G002360,47.0
G002361,48.0
G002362,79.0
G002363,41.0
G002364,31.0
G002365,35.0
G002366,34.0
G002367,40.0
G002368,32.0
G002369,31.0
G002370,44.0
G002371,49.0
G002372,40.0
G002373,43.0
G002374,45.0
G002375,24.0
G002376,41.0
G002377,42.0
G002378,79.0
G002379,79.0
G002380,43.0
G002381,26.0
G002382,55.0
G002383,27.0
G002384,43.0
G002385,66.0
G002386,65.0
G002387,35.0
G002388,52.0
G002389,45.0
G002390,50.0
G002391,41.0
G002392,39.0
G002393,62.0
G002394,58.0
G002395,31.0
G002396,56.0
G002397,30.0
G002398,41.0
G002399,59.0
G002400,50.0
G002401,35.0
G002402,52.0
G002403,66.0
G002404,27.0
G002405,49.0
G002406,29.0
G002407,50.0
G002408,73.0
G002409,42.0
G002410,56.0
G002411,33.0
G002412,27.0
G002413,45.0
G002414,55.0
G002415,33.0
G002416,63.0
G002417,33.0
G002418,46.0
G002419,27.0
G002420,65.0
G002421,47.0
G002422,56.0
G002423,58.0
G002424,45.0
G002425,57.0
G002426,60.0
G002427,45.0
G002428,52.0
G002429,52.0
G002430,40.0
G002431,21.0
G002432,49.0
G002433,45.0
G002434,61.0
G002435,41.0
G002436,61.0
G002437,47.0
G002438,29.0
G002439,18.0
G002440,54.0
G002441,57.0
G002442,50.0
G002443,40.0
G002444,35.0
G002445,39.0
G002446,26.0
G002447,45.0
G002448,34.0
G002449,35.0
G002450,48.0
G002451,58.0
G002452,48.0
G002453,21.0
G002454,45.0
G002455,37.0
G002456,54.0
G002457,39.0
G002458,48.0
G002459,36.0
G002460,33.0
G002461,48.0
G002462,67.0
G002463,33.0
G002464,38.0
G002465,29.0
G002466,42.0
G002467,46.0
G002468,64.0
G002469,51.0
G002470,
G002471,49.0
G002472,73.0
G002473,54.0
G002474,25.0
G002475,51.0
G002476,23.0
G002477,62.0
G002478,43.0
G002479,18.0
G002480,18.0
G002481,46.0
G002482,57.0
G002483,28.0
G002484,70.0
G002485,39.0
G002486,52.0
G002487,50.0
G002488,36.0
G002489,42.0
G002490,44.0
G002491,35.0
G002492,63.0
G002493,43.0
G002494,50.0
G002495,39.0
G002496,26.0
G002497,64.0
G002498,21.0
G002499,34.0
G002500,32.0
G002501,53.0
G002502,34.0
G002503,54.0
G002504,46.0
G002505,41.0
G002506,34.0
G002507,43.0
G002508,61.0
G002509,52.0
G002510,48.0
G002511,77.0
G002512,51.0
G002513,52.0
G002514,41.0
G002515,43.0
G002516,55.0
G002517,66.0
G002518,49.0
G002519,52.0
G002520,50.0
G002521,46.0
G002522,52.0
G002523,42.0
G002524,25.0
G002525,71.0
G002526,56.0
G002527,62.0
G002528,34.0
G002529,46.0
G002530,48.0
G002531,34.0
G002532,49.0
G002533,68.0
G002534,60.0
G002535,34.0
G002536,41.0
G002537,49.0
G002538,35.0
G002539,33.0
G002540,47.0
G002541,45.0
G002542,44.0
G002543,40.0
G002544,23.0
G002545,40.0
G002546,43.0
G002547,69.0
G002548,59.0
G002549,63.0
G002550,60.0
G002551,27.0
G002552,50.0
G002553,49.0
G002554,56.0
G002555,49.0
G002556,62.0
G002557,69.0
G002558,36.0
G002559,68.0
G002560,35.0
G002561,24.0
G002562,74.0
G002563,48.0
G002564,67.0
G002565,65.0
G002566,18.0
G002567,56.0
G002568,59.0
G002569,38.0
G002570,46.0
G002571,45.0
G002572,59.0
G002573,32.0
G002574,45.0
G002575,55.0
G002576,44.0
G002577,47.0
G002578,44.0
G002579,28.0
G002580,47.0
G002581,30.0
G002582,56.0
G002583,61.0
G002584,27.0
G002585,48.0
G002586,76.0
G002587,18.0
G002588,36.0
G002589,46.0
G002590,50.0
G002591,55.0
G002592,58.0
G002593,45.0
G002594,49.0
G002595,35.0
G002596,30.0
G002597,31.0
G002598,43.0
G002599,60.0
G002600,52.0
G002601,38.0
G002602,39.0
G002603,49.0
G002604,49.0
G002605,55.0
G002606,48.0
G002607,36.0
G002608,31.0
G002609,45.0
G002610,56.0
G002611,32.0
G002612,35.0
G002613,36.0
G002614,56.0
G002615,55.0
G002616,51.0
G002617,40.0
G002618,77.0
G002619,61.0
G002620,48.0
G002621,47.0
G002622,53.0
G002623,42.0
G002624,45.0
G002625,37.0
G002626,38.0
G002627,43.0
G002628,31.0
G002629,49.0
G002630,49.0
G002631,42.0
G002632,35.0
G002633,18.0
G002634,54.0
G002635,42.0
G002636,41.0
G002637,48.0
G002638,62.0
G002639,31.0
G002640,32.0
G002641,31.0
G002642,55.0
G002643,41.0
G002644,49.0
G002645,37.0
G002646,41.0
G002647,
G002648,51.0
G002649,29.0
G002650,54.0
G002651,47.0
G002652,45.0
G002653,45.0
G002654,60.0
G002655,56.0
G002656,52.0
G002657,48.0
G002658,53.0
G002659,50.0
G002660,51.0
G002661,48.0
G002662,33.0
G002663,51.0
G002664,61.0
G002665,39.0
G002666,48.0
G002667,68.0
G002668,35.0
G002669,51.0
G002670,18.0
G002671,63.0
G002672,19.0
G002673,72.0
G002674,34.0
G002675,47.0
G002676,31.0
G002677,43.0
G002678,58.0
G002679,45.0
G002680,27.0
G002681,53.0
G002682,79.0
G002683,59.0
G002684,45.0
G002685,46.0
G002686,38.0
G002687,39.0
G002688,38.0
G002689,45.0
G002690,69.0
G002691,71.0
G002692,25.0
G002693,48.0
G002694,74.0
G002695,39.0
G002696,47.0
G002697,57.0
G002698,20.0
G002699,26.0
G002700,31.0
G002701,41.0
G002702,43.0
G002703,46.0
G002704,73.0
G002705,49.0
G002706,47.0
G002707,40.0
G002708,68.0
G002709,75.0
G002710,
G002711,41.0
G002712,31.0
G002713,31.0
G002714,31.0
G002715,
G002716,56.0
G002717,
G002718,51.0
G002719,18.0
G002720,64.0
G002721,52.0
G002722,62.0
G002723,45.0
G002724,63.0
G002725,50.0
G002726,42.0
G002727,49.0
G002728,35.0
G002729,65.0
G002730,51.0
G002731,64.0
G002732,31.0
G002733,38.0
G002734,45.0
G002735,32.0
G002736,48.0
G002737,41.0
G002738,47.0
G002739,52.0
G002740,69.0
G002741,37.0
G002742,58.0
G002743,55.0
G002744,34.0
G002745,45.0
G002746,36.0
G002747,61.0
G002748,62.0
G002749,48.0
G002750,40.0
G002751,54.0
G002752,69.0
G002753,40.0
G002754,18.0
G002755,51.0
G002756,45.0
G002757,42.0
G002758,62.0
G002759,28.0
G002760,49.0
G002761,37.0
G002762,26.0
G002763,54.0
G002764,28.0
G002765,27.0
G002766,29.0
G002767,40.0
G002768,29.0
G002769,29.0
G002770,61.0
G002771,43.0
G002772,63.0
G002773,59.0
G002774,32.0
G002775,50.0
G002776,49.0
G002777,51.0
G002778,35.0
G002779,35.0
G002780,57.0
G002781,47.0
G002782,39.0
G002783,38.0
G002784,49.0
G002785,47.0
G002786,18.0
G002787,43.0
G002788,50.0
G002789,48.0
G002790,51.0
G002791,51.0
G002792,57.0
G002793,74.0
G002794,38.0
G002795,33.0
G002796,30.0
G002797,42.0
G002798,67.0
G002799,63.0
G002800,67.0
G002801,35.0
G002802,24.0
G002803,38.0
G002804,68.0
G002805,74.0
G002806,69.0
G002807,
G002808,66.0
G002809,59.0
G002810,23.0
G002811,52.0
G002812,59.0
G002813,41.0
G002814,55.0
G002815,46.0
G002816,35.0
G002817,48.0
G002818,30.0
G002819,34.0
G002820,30.0
G002821,42.0
G002822,38.0
G002823,46.0
G002824,32.0
G002825,33.0
G002826,34.0
G002827,44.0
G002828,49.0
G002829,46.0
G002830,49.0
G002831,32.0
G002832,49.0
G002833,44.0
G002834,47.0
G002835,36.0
G002836,62.0
G002837,37.0
G002838,38.0
G002839,49.0
G002840,43.0
G002841,57.0
G002842,65.0
G002843,60.0
G002844,55.0
G002845,49.0
G002846,38.0
G002847,45.0
G002848,41.0
G002849,33.0
G002850,37.0
G002851,46.0
G002852,68.0
G002853,61.0
G002854,42.0
G002855,52.0
G002856,34.0
G002857,38.0
G002858,51.0
G002859,53.0
G002860,39.0
G002861,41.0
G002862,53.0
G002863,
G002864,56.0
G002865,26.0
G002866,56.0
G002867,40.0
G002868,55.0
G002869,39.0
G002870,37.0
G002871,29.0
G002872,34.0
G002873,60.0
G002874,41.0
G002875,40.0
G002876,52.0
G002877,26.0
G002878,45.0
G002879,38.0
G002880,51.0
G002881,51.0
G002882,57.0
G002883,51.0
G002884,53.0
G002885,55.0
G002886,61.0
G002887,56.0
G002888,27.0
G002889,54.0
G002890,24.0
G002891,50.0
G002892,56.0
G002893,48.0
G002894,49.0
G002895,53.0
G002896,44.0
G002897,39.0
G002898,48.0
G002899,39.0
G002900,47.0
G002901,50.0
G002902,34.0
G002903,63.0
G002904,53.0
G002905,
G002906,61.0
G002907,39.0
G002908,43.0
G002909,56.0
G002910,42.0
G002911,34.0
G002912,41.0
G002913,33.0
G002914,65.0
G002915,49.0
G002916,69.0
G002917,46.0
G002918,51.0
G002919,86.0
G002920,31.0
G002921,24.0
G002922,38.0
G002923,40.0
G002924,58.0
G002925,38.0
G002926,59.0
G002927,54.0
G002928,60.0
G002929,31.0
G002930,68.0
G002931,58.0
G002932,39.0
G002933,67.0
G002934,54.0
G002935,55.0
G002936,49.0
G002937,37.0
G002938,52.0
G002939,42.0
G002940,55.0
G002941,22.0
G002942,40.0
G002943,32.0
G002944,56.0
G002945,50.0
G002946,44.0
G002947,26.0
G002948,31.0
G002949,31.0
G002950,69.0
G002951,56.0
G002952,27.0
G002953,56.0
G002954,40.0
G002955,70.0
G002956,33.0
G002957,32.0
G002958,54.0
G002959,29.0
G002960,36.0
G002961,50.0
G002962,20.0
G002963,38.0
G002964,47.0
G002965,38.0
G002966,50.0
G002967,48.0
G002968,50.0
G002969,37.0
G002970,22.0
G002971,64.0
G002972,40.0
G002973,58.0
G002974,21.0
G002975,42.0
G002976,41.0
G002977,44.0
G002978,65.0
G002979,45.0
G002980,60.0
G002981,46.0
G002982,43.0
G002983,39.0
G002984,24.0
G002985,38.0
G002986,59.0
G002987,
G002988,75.0
G002989,58.0
G002990,32.0
G002991,63.0
G002992,46.0
G002993,61.0
G002994,63.0
G002995,47.0
G002996,62.0
G002997,34.0
G002998,32.0
G002999,29.0
G003000,18.0
G003001,43.0
G003002,68.0
G003003,47.0
G003004,44.0
G003005,45.0
G003006,57.0
G003007,19.0
G003008,58.0
G003009,27.0
G003010,62.0
G003011,44.0
G003012,45.0
G003013,74.0
G003014,23.0
G003015,70.0
G003016,44.0
G003017,45.0
G003018,62.0
G003019,64.0
G003020,29.0
G003021,55.0
G003022,59.0
G003023,45.0
G003024,51.0
G003025,36.0
G003026,45.0
G003027,46.0
G003028,18.0
G003029,49.0
G003030,49.0
G003031,27.0
G003032,39.0
G003033,33.0
G003034,38.0
G003035,46.0
G003036,58.0
G003037,50.0
G003038,30.0
G003039,39.0
G003040,42.0
G003041,57.0
G003042,45.0
G003043,76.0
G003044,43.0
G003045,32.0
G003046,50.0
G003047,24.0
G003048,56.0
G003049,44.0
G003050,56.0
G003051,67.0
G003052,26.0
G003053,50.0
G003054,22.0
G003055,53.0
G003056,
G003057,52.0
G003058,64.0
G003059,40.0
G003060,43.0
G003061,50.0
G003062,36.0
G003063,49.0
G003064,20.0
G003065,24.0
G003066,38.0
G003067,54.0
G003068,
G003069,29.0
G003070,37.0
G003071,47.0
G003072,59.0
G003073,61.0
G003074,18.0
G003075,36.0
G003076,65.0
G003077,42.0
G003078,51.0
G003079,60.0
G003080,52.0
G003081,37.0
G003082,38.0
G003083,63.0
G003084,45.0
G003085,46.0
G003086,43.0
G003087,57.0
G003088,43.0
G003089,40.0
G003090,62.0
G003091,38.0
G003092,46.0
G003093,39.0
G003094,46.0
G003095,43.0
G003096,43.0
G003097,27.0
G003098,52.0
G003099,44.0
G003100,63.0
G003101,19.0
G003102,26.0
G003103,39.0
G003104,43.0
G003105,42.0
G003106,40.0
G003107,36.0
G003108,53.0
G003109,73.0
G003110,52.0
G003111,57.0
G003112,42.0
G003113,49.0
G003114,26.0
G003115,
G003116,43.0
G003117,58.0
G003118,46.0
G003119,33.0
G003120,41.0
G003121,56.0
G003122,52.0
G003123,45.0
G003124,43.0
G003125,66.0
G003126,66.0
G003127,78.0
G003128,39.0
G003129,57.0
G003130,56.0
G003131,45.0
G003132,51.0
G003133,29.0
G003134,32.0
G003135,41.0
G003136,38.0
G003137,53.0
G003138,43.0
G003139,52.0
G003140,64.0
G003141,50.0
G003142,63.0
G003143,49.0
G003144,53.0
G003145,69.0
G003146,46.0
G003147,41.0
G003148,39.0
G003149,20.0
G003150,55.0
G003151,72.0
G003152,35.0
G003153,39.0
G003154,35.0
G003155,63.0
G003156,40.0
G003157,50.0
G003158,39.0
G003159,44.0
G003160,41.0
G003161,67.0
G003162,45.0
G003163,46.0
G003164,46.0
G003165,30.0
G003166,27.0
G003167,42.0
G003168,25.0
G003169,42.0
G003170,21.0
G003171,30.0
G003172,38.0
G003173,48.0
G003174,32.0
G003175,32.0
G003176,50.0
G003177,45.0
G003178,33.0
G003179,38.0
G003180,73.0
G003181,38.0
G003182,39.0
G003183,41.0
G003184,60.0
G003185,35.0
G003186,25.0
G003187,59.0
G003188,72.0
G003189,48.0
G003190,27.0
G003191,43.0
G003192,36.0
G003193,51.0
G003194,25.0
G003195,18.0
G003196,48.0
G003197,18.0
G003198,48.0
G003199,57.0
G003200,48.0
G003201,28.0
G003202,47.0
G003203,68.0
G003204,57.0
G003205,40.0
G003206,49.0
G003207,53.0
G003208,38.0
G003209,30.0
G003210,55.0
G003211,39.0
G003212,34.0
G003213,
G003214,55.0
G003215,53.0
G003216,37.0
G003217,46.0
G003218,34.0
G003219,30.0
G003220,60.0
G003221,36.0
G003222,42.0
G003223,68.0
G003224,26.0
G003225,33.0
G003226,43.0
G003227,35.0
G003228,58.0
G003229,66.0
G003230,33.0
G003231,46.0
G003232,33.0
G003233,61.0
G003234,23.0
G003235,57.0
G003236,45.0
G003237,40.0
G003238,54.0
G003239,53.0
G003240,37.0
G003241,39.0
G003242,45.0
G003243,38.0
G003244,33.0
G003245,45.0
G003246,33.0
G003247,
G003248,67.0
G003249,44.0
G003250,63.0
G003251,38.0
G003252,69.0
G003253,39.0
G003254,30.0
G003255,46.0
G003256,37.0
G003257,38.0
G003258,25.0
G003259,38.0
G003260,57.0
G003261,62.0
G003262,37.0
G003263,52.0
G003264,39.0
G003265,42.0
G003266,23.0
G003267,39.0
G003268,75.0
G003269,62.0
G003270,18.0
G003271,43.0
G003272,56.0
G003273,32.0
G003274,52.0
G003275,51.0
G003276,41.0
G003277,29.0
G003278,44.0
G003279,45.0
G003280,47.0
G003281,40.0
G003282,46.0
G003283,35.0
G003284,46.0
G003285,46.0
G003286,52.0
G003287,69.0
G003288,46.0
G003289,39.0
G003290,67.0
G003291,39.0
G003292,54.0
G003293,
G003294,64.0
G003295,59.0
G003296,38.0
G003297,52.0
G003298,71.0
G003299,50.0
G003300,70.0
G003301,23.0
G003302,28.0
G003303,36.0
G003304,43.0
G003305,28.0
G003306,39.0
G003307,32.0
G003308,45.0
G003309,39.0
G003310,56.0
G003311,60.0
G003312,42.0
G003313,49.0
G003314,58.0
G003315,45.0
G003316,78.0
G003317,42.0
G003318,32.0
G003319,34.0
G003320,39.0
G003321,55.0
G003322,62.0
G003323,30.0
G003324,18.0
G003325,44.0
G003326,35.0
G003327,48.0
G003328,49.0
G003329,40.0
G003330,26.0
G003331,56.0
G003332,21.0
G003333,38.0
G003334,39.0
G003335,49.0
G003336,62.0
G003337,42.0
G003338,51.0
G003339,47.0
G003340,48.0
G003341,54.0
G003342,48.0
G003343,25.0
G003344,58.0
G003345,39.0
G003346,59.0
G003347,53.0
G003348,29.0
G003349,37.0
G003350,42.0
G003351,48.0
G003352,48.0
G003353,49.0
G003354,38.0
G003355,31.0
G003356,33.0
G003357,31.0
G003358,52.0
G003359,39.0
G003360,32.0
G003361,51.0
G003362,56.0
G003363,31.0
G003364,42.0
G003365,55.0
G003366,46.0
G003367,40.0
G003368,28.0
G003369,46.0
G003370,49.0
G003371,32.0
G003372,41.0
G003373,23.0
G003374,32.0
G003375,68.0
G003376,40.0
G003377,54.0
G003378,32.0
G003379,66.0
G003380,65.0
G003381,54.0
G003382,48.0
G003383,62.0
G003384,54.0
G003385,42.0
G003386,42.0
G003387,55.0
G003388,42.0
G003389,36.0
G003390,74.0
G003391,34.0
G003392,18.0
G003393,23.0
G003394,63.0
G003395,43.0
G003396,65.0
G003397,52.0
G003398,65.0
G003399,40.0
G003400,62.0
G003401,57.0
G003402,
G003403,46.0
G003404,57.0
G003405,27.0
G003406,46.0
G003407,58.0
G003408,37.0
G003409,37.0
G003410,20.0
G003411,52.0
G003412,56.0
G003413,61.0
G003414,18.0
G003415,28.0
G003416,59.0
G003417,38.0
G003418,47.0
G003419,36.0
G003420,65.0
G003421,51.0
G003422,
G003423,58.0
G003424,41.0
G003425,50.0
G003426,48.0
G003427,18.0
G003428,47.0
G003429,23.0
G003430,52.0
G003431,58.0
G003432,51.0
G003433,39.0
G003434,44.0
G003435,40.0
G003436,35.0
G003437,25.0
G003438,37.0
G003439,58.0
G003440,41.0
G003441,50.0
G003442,34.0
G003443,51.0
G003444,57.0
G003445,39.0
G003446,51.0
G003447,73.0
G003448,75.0
G003449,31.0
G003450,53.0
G003451,55.0
G003452,58.0
G003453,49.0
G003454,48.0
G003455,66.0
G003456,39.0
G003457,54.0
G003458,47.0
G003459,48.0
G003460,30.0
G003461,18.0
G003462,40.0
G003463,42.0
G003464,64.0
G003465,48.0
G003466,41.0
G003467,41.0
G003468,45.0
G003469,42.0
G003470,56.0
G003471,33.0
G003472,46.0
G003473,39.0
G003474,62.0
G003475,54.0
G003476,57.0
